filename,length,width,height,obb_volume,vertices,faces
CUBE.obj,13.055800437927246,13.055800437927246,12.525200167903677,2134.9695309689964,103536,34512
CYLINDER.obj,3.9990999698638916,3.8968088925704585,3.8965703585323435,60.723093866007495,41664,13888
TEAPOT.obj,2.4081440698381464,1.9817971005225636,1.6431952303073023,7.842071900062057,27648,9216
